128,3.83396e-05,9.5256e+06,2.48453e+09,4.08853e-05,2.32984e+09
256,0.000169669,3.87096e+07,2.28148e+09,0.000182035,2.12649e+09
512,0.000490326,1.5606e+08,3.18278e+09,0.000587435,2.65664e+09
1024,0.00191815,6.2669e+08,3.26716e+09,0.00383382,1.63464e+09
2048,0.00773221,2.51167e+09,3.24832e+09,0.0168915,1.48694e+09
4096,0.0293195,1.00565e+10,3.42998e+09,0.0655549,1.53406e+09
8192,0.122838,4.02457e+10,3.27632e+09,0.278761,1.44373e+09
